"","AA","section1_score","section2_score","section3_score","section3_weighted","section1_weighted","section2_weighted","total_score","candidate_type"
"27206",27206,40,30,41.44,20,7.5,10.36,37.86,"University Degree"
"27207",27207,92,60,72.11,46,15,18.03,79.03,"University Degree"
"27208",27208,100,53,50.78,50,13.25,12.69,75.94,"University Degree"
"27209",27209,92,47,47.33,46,11.75,11.83,69.58,"University Degree"
"27210",27210,68,22,52.89,34,5.5,13.22,52.72,"University Degree"
"27211",27211,100,62,71.78,50,15.5,17.94,83.44,"University Degree"
"27212",27212,100,47,65.78,50,11.75,16.44,78.19,"University Degree"
"27213",27213,96,71,62.67,48,17.75,15.67,81.42,"University Degree"
"27214",27214,96,62,70.33,48,15.5,17.58,81.08,"University Degree"
"27215",27215,96,37,50.56,48,9.25,12.64,69.89,"University Degree"
"27216",27216,100,55,41.33,50,13.75,10.33,74.08,"University Degree"
"27217",27217,100,30,34.22,50,7.5,8.56,66.06,"University Degree"
"27218",27218,100,47,52.89,50,11.75,13.22,74.97,"University Degree"
"27219",27219,72,25,45,36,6.25,11.25,53.5,"University Degree"
"27220",27220,100,57,39.67,50,14.25,9.92,74.17,"University Degree"
"27221",27221,100,42,70.89,50,10.5,17.72,78.22,"University Degree"
"27222",27222,72,29,60.33,36,7.25,15.08,58.33,"University Degree"
"27223",27223,92,53,57,46,13.25,14.25,73.5,"University Degree"
"27224",27224,96,55,58.78,48,13.75,14.69,76.44,"University Degree"
"27225",27225,76,48,52.22,38,12,13.06,63.06,"University Degree"
"27226",27226,100,42,58.22,50,10.5,14.56,75.06,"University Degree"
"27227",27227,92,67,69.33,46,16.75,17.33,80.08,"University Degree"
"27228",27228,84,22,65.78,42,5.5,16.44,63.94,"University Degree"
"27229",27229,100,55,51.33,50,13.75,12.83,76.58,"University Degree"
"27230",27230,96,25,74.89,48,6.25,18.72,72.97,"University Degree"
"27231",27231,96,40,48.44,48,10,12.11,70.11,"University Degree"
"27232",27232,88,70,56.67,44,17.5,14.17,75.67,"University Degree"
"27233",27233,52,14,57.11,26,3.5,14.28,43.78,"University Degree"
"27234",27234,84,30,63.67,42,7.5,15.92,65.42,"University Degree"
"27235",27235,96,37,54.78,48,9.25,13.69,70.94,"University Degree"
"27236",27236,56,24,51.22,28,6,12.81,46.81,"University Degree"
"27237",27237,48,22,59.44,24,5.5,14.86,44.36,"University Degree"
"27238",27238,100,60,71.56,50,15,17.89,82.89,"University Degree"
"27239",27239,100,43,63.33,50,10.75,15.83,76.58,"University Degree"
"27240",27240,88,73,64.44,44,18.25,16.11,78.36,"University Degree"
"27241",27241,100,55,50.67,50,13.75,12.67,76.42,"University Degree"
"27242",27242,100,93,47.11,50,23.25,11.78,85.03,"University Degree"
"27243",27243,72,25,45,36,6.25,11.25,53.5,"University Degree"
"27244",27244,92,25,55,46,6.25,13.75,66,"University Degree"
"27245",27245,88,45,33,44,11.25,8.25,63.5,"University Degree"
"27246",27246,100,62,48.11,50,15.5,12.03,77.53,"University Degree"
"27247",27247,100,53,52.22,50,13.25,13.06,76.31,"University Degree"
"27248",27248,72,63,41.56,36,15.75,10.39,62.14,"University Degree"
"27249",27249,100,58,57.11,50,14.5,14.28,78.78,"University Degree"
"27250",27250,60,30,45.89,30,7.5,11.47,48.97,"University Degree"
"27251",27251,84,58,62.33,42,14.5,15.58,72.08,"University Degree"
"27252",27252,72,57,37.33,36,14.25,9.33,59.58,"University Degree"
"27253",27253,100,62,58.78,50,15.5,14.69,80.19,"University Degree"
"27254",27254,100,47,56.33,50,11.75,14.08,75.83,"University Degree"
"27255",27255,100,71,46.78,50,17.75,11.69,79.44,"University Degree"
"27256",27256,92,20,47,46,5,11.75,62.75,"University Degree"
"27257",27257,68,53,56.44,34,13.25,14.11,61.36,"University Degree"
"27258",27258,100,40,52.78,50,10,13.19,73.19,"University Degree"
"27259",27259,96,20,31.44,48,5,7.86,60.86,"University Degree"
"27260",27260,44,42,64.22,22,10.5,16.06,48.56,"University Degree"
"27261",27261,100,47,63.22,50,11.75,15.81,77.56,"University Degree"
"27262",27262,100,73,42.67,50,18.25,10.67,78.92,"University Degree"
"27263",27263,68,52,60.78,34,13,15.19,62.19,"University Degree"
"27264",27264,100,68,57.67,50,17,14.42,81.42,"University Degree"
"27265",27265,48,27,77.78,24,6.75,19.44,50.19,"University Degree"
"27266",27266,100,50,48.89,50,12.5,12.22,74.72,"University Degree"
"27267",27267,48,20,54.78,24,5,13.69,42.69,"University Degree"
"27268",27268,72,38,48.78,36,9.5,12.19,57.69,"University Degree"
"27269",27269,88,70,62.89,44,17.5,15.72,77.22,"University Degree"
"27270",27270,100,63,62.33,50,15.75,15.58,81.33,"University Degree"
"27271",27271,84,52,29.89,42,13,7.47,62.47,"University Degree"
"27272",27272,100,40,63.67,50,10,15.92,75.92,"University Degree"
"27273",27273,96,22,52.11,48,5.5,13.03,66.53,"University Degree"
"27274",27274,84,48,55.33,42,12,13.83,67.83,"University Degree"
"27275",27275,100,52,35.56,50,13,8.89,71.89,"University Degree"
"27276",27276,76,29,63,38,7.25,15.75,61,"University Degree"
"27277",27277,92,22,51.67,46,5.5,12.92,64.42,"University Degree"
"27278",27278,96,35,45.33,48,8.75,11.33,68.08,"University Degree"
"27279",27279,96,50,60.33,48,12.5,15.08,75.58,"University Degree"
"27280",27280,96,32,67.78,48,8,16.94,72.94,"University Degree"
"27281",27281,36,45,39.89,18,11.25,9.97,39.22,"University Degree"
"27282",27282,52,42,58.67,26,10.5,14.67,51.17,"University Degree"
"27283",27283,44,32,54.56,22,8,13.64,43.64,"University Degree"
"27284",27284,100,42,67.78,50,10.5,16.94,77.44,"University Degree"
"27285",27285,40,32,52.56,20,8,13.14,41.14,"University Degree"
"27286",27286,80,29,68.22,40,7.25,17.06,64.31,"University Degree"
"27287",27287,96,80,38.56,48,20,9.64,77.64,"University Degree"
"27288",27288,100,55,55.44,50,13.75,13.86,77.61,"University Degree"
"27289",27289,60,42,35.11,30,10.5,8.78,49.28,"University Degree"
"27290",27290,80,17,41.89,40,4.25,10.47,54.72,"University Degree"
"27291",27291,100,50,55.67,50,12.5,13.92,76.42,"University Degree"
"27292",27292,96,22,63.22,48,5.5,15.81,69.31,"University Degree"
"27293",27293,100,22,43.89,50,5.5,10.97,66.47,"University Degree"
"27294",27294,100,50,55.67,50,12.5,13.92,76.42,"University Degree"
"27295",27295,100,37,61.22,50,9.25,15.31,74.56,"University Degree"
"27296",27296,76,48,51.22,38,12,12.81,62.81,"University Degree"
"27297",27297,96,32,69.56,48,8,17.39,73.39,"University Degree"
"27298",27298,92,45,66.89,46,11.25,16.72,73.97,"University Degree"
"27299",27299,100,90,53.44,50,22.5,13.36,85.86,"University Degree"
"27300",27300,100,48,70,50,12,17.5,79.5,"University Degree"
"27301",27301,100,45,47.33,50,11.25,11.83,73.08,"University Degree"
"27302",27302,92,48,41.33,46,12,10.33,68.33,"University Degree"
"27303",27303,96,65,53.89,48,16.25,13.47,77.72,"University Degree"
"27304",27304,96,57,58.33,48,14.25,14.58,76.83,"University Degree"
"27305",27305,56,34,66.78,28,8.5,16.69,53.19,"University Degree"
"27306",27306,100,37,61.33,50,9.25,15.33,74.58,"University Degree"
"27307",27307,88,43,70,44,10.75,17.5,72.25,"University Degree"
"27308",27308,80,25,66.56,40,6.25,16.64,62.89,"University Degree"
"27309",27309,92,38,59.33,46,9.5,14.83,70.33,"University Degree"
"27310",27310,100,38,60.67,50,9.5,15.17,74.67,"University Degree"
"27311",27311,100,86,68.44,50,21.5,17.11,88.61,"University Degree"
"27312",27312,100,37,47.56,50,9.25,11.89,71.14,"University Degree"
"27313",27313,96,42,50.56,48,10.5,12.64,71.14,"University Degree"
"27314",27314,100,43,66.44,50,10.75,16.61,77.36,"University Degree"
"27315",27315,100,22,38.89,50,5.5,9.72,65.22,"University Degree"
"27316",27316,56,48,69.33,28,12,17.33,57.33,"University Degree"
"27317",27317,96,57,43.56,48,14.25,10.89,73.14,"University Degree"
"27318",27318,88,32,48.33,44,8,12.08,64.08,"University Degree"
"27319",27319,100,38,54.22,50,9.5,13.56,73.06,"University Degree"
"27320",27320,100,45,38.11,50,11.25,9.53,70.78,"University Degree"
"27321",27321,100,34,57.44,50,8.5,14.36,72.86,"University Degree"
"27322",27322,100,93,43.67,50,23.25,10.92,84.17,"University Degree"
"27323",27323,96,67,78.22,48,16.75,19.56,84.31,"University Degree"
"27324",27324,88,45,47.11,44,11.25,11.78,67.03,"University Degree"
"27325",27325,100,38,54.56,50,9.5,13.64,73.14,"University Degree"
"27326",27326,84,47,51.56,42,11.75,12.89,66.64,"University Degree"
"27327",27327,100,67,71.89,50,16.75,17.97,84.72,"University Degree"
"27328",27328,72,24,75.56,36,6,18.89,60.89,"University Degree"
"27329",27329,96,15,47.11,48,3.75,11.78,63.53,"University Degree"
"27330",27330,88,35,48,44,8.75,12,64.75,"University Degree"
"27331",27331,64,32,63.56,32,8,15.89,55.89,"University Degree"
"27332",27332,100,58,54.33,50,14.5,13.58,78.08,"University Degree"
"27333",27333,56,70,56,28,17.5,14,59.5,"University Degree"
"27334",27334,76,55,68.33,38,13.75,17.08,68.83,"University Degree"
"27335",27335,100,47,60.33,50,11.75,15.08,76.83,"University Degree"
"27336",27336,100,12,55.44,50,3,13.86,66.86,"University Degree"
"27337",27337,88,35,59.33,44,8.75,14.83,67.58,"University Degree"
"27338",27338,100,52,67.78,50,13,16.94,79.94,"University Degree"
"27339",27339,88,47,55.44,44,11.75,13.86,69.61,"University Degree"
"27340",27340,100,52,59.89,50,13,14.97,77.97,"University Degree"
"27341",27341,100,65,56.11,50,16.25,14.03,80.28,"University Degree"
"27342",27342,100,76,40.33,50,19,10.08,79.08,"University Degree"
"27343",27343,84,32,53.44,42,8,13.36,63.36,"University Degree"
"27344",27344,100,88,60.67,50,22,15.17,87.17,"University Degree"
"27345",27345,96,34,75.56,48,8.5,18.89,75.39,"University Degree"
"27346",27346,100,42,58.44,50,10.5,14.61,75.11,"University Degree"
"27347",27347,84,34,74.56,42,8.5,18.64,69.14,"University Degree"
"27348",27348,64,42,59.11,32,10.5,14.78,57.28,"University Degree"
"27349",27349,100,42,59.22,50,10.5,14.81,75.31,"University Degree"
"27350",27350,84,20,63,42,5,15.75,62.75,"University Degree"
"27351",27351,44,78,58.56,22,19.5,14.64,56.14,"University Degree"
"27352",27352,40,19,47.67,20,4.75,11.92,36.67,"University Degree"
"27353",27353,44,19,49.56,22,4.75,12.39,39.14,"University Degree"
"27354",27354,92,35,46.11,46,8.75,11.53,66.28,"University Degree"
"27355",27355,100,34,73,50,8.5,18.25,76.75,"University Degree"
"27356",27356,100,90,40.78,50,22.5,10.19,82.69,"University Degree"
"27357",27357,88,47,56.22,44,11.75,14.06,69.81,"University Degree"
"27358",27358,72,50,36.56,36,12.5,9.14,57.64,"University Degree"
"27359",27359,100,55,56.67,50,13.75,14.17,77.92,"University Degree"
"27360",27360,100,75,52,50,18.75,13,81.75,"University Degree"
"27361",27361,100,60,40.67,50,15,10.17,75.17,"University Degree"
"27362",27362,100,43,60.89,50,10.75,15.22,75.97,"University Degree"
"27363",27363,52,25,47,26,6.25,11.75,44,"University Degree"
"27364",27364,100,12,57.11,50,3,14.28,67.28,"University Degree"
"27365",27365,68,48,43.56,34,12,10.89,56.89,"University Degree"
"27366",27366,100,43,54.22,50,10.75,13.56,74.31,"University Degree"
"27367",27367,72,15,58,36,3.75,14.5,54.25,"University Degree"
"27368",27368,96,43,58.78,48,10.75,14.69,73.44,"University Degree"
"27369",27369,92,58,37.89,46,14.5,9.47,69.97,"University Degree"
"27370",27370,96,53,44.67,48,13.25,11.17,72.42,"University Degree"
"27371",27371,72,57,56.33,36,14.25,14.08,64.33,"University Degree"
"27372",27372,76,43,62.33,38,10.75,15.58,64.33,"University Degree"
"27373",27373,96,43,50,48,10.75,12.5,71.25,"University Degree"
"27374",27374,92,34,59.56,46,8.5,14.89,69.39,"University Degree"
"27375",27375,96,52,57,48,13,14.25,75.25,"University Degree"
"27376",27376,100,53,51,50,13.25,12.75,76,"University Degree"
"27377",27377,100,81,70.67,50,20.25,17.67,87.92,"University Degree"
"27378",27378,100,34,61.33,50,8.5,15.33,73.83,"University Degree"
"27379",27379,84,50,48.56,42,12.5,12.14,66.64,"University Degree"
"27380",27380,100,67,59.56,50,16.75,14.89,81.64,"University Degree"
"27381",27381,100,75,56.11,50,18.75,14.03,82.78,"University Degree"
"27382",27382,92,34,65.78,46,8.5,16.44,70.94,"University Degree"
"27383",27383,68,25,49.22,34,6.25,12.31,52.56,"University Degree"
"27384",27384,48,22,55.67,24,5.5,13.92,43.42,"University Degree"
"27385",27385,100,42,63.33,50,10.5,15.83,76.33,"University Degree"
"27386",27386,72,22,44.67,36,5.5,11.17,52.67,"University Degree"
"27387",27387,100,73,60.78,50,18.25,15.19,83.44,"University Degree"
"27388",27388,80,43,47,40,10.75,11.75,62.5,"University Degree"
"27389",27389,76,57,43.22,38,14.25,10.81,63.06,"University Degree"
"27390",27390,96,65,53.89,48,16.25,13.47,77.72,"University Degree"
"27391",27391,92,45,47.11,46,11.25,11.78,69.03,"University Degree"
"27392",27392,96,45,50.33,48,11.25,12.58,71.83,"University Degree"
"27393",27393,60,35,32.89,30,8.75,8.22,46.97,"University Degree"
"27394",27394,80,55,43.33,40,13.75,10.83,64.58,"University Degree"
"27395",27395,100,53,51.33,50,13.25,12.83,76.08,"University Degree"
"27396",27396,72,47,52.22,36,11.75,13.06,60.81,"University Degree"
"27397",27397,92,40,31.67,46,10,7.92,63.92,"University Degree"
"27398",27398,76,7,40.78,38,1.75,10.19,49.94,"University Degree"
"27399",27399,100,50,56.22,50,12.5,14.06,76.56,"University Degree"
"27400",27400,84,32,29.78,42,8,7.44,57.44,"University Degree"
"27401",27401,68,17,59.78,34,4.25,14.94,53.19,"University Degree"
"27402",27402,100,57,61,50,14.25,15.25,79.5,"University Degree"
"27403",27403,100,47,45,50,11.75,11.25,73,"University Degree"
"27404",27404,100,27,58.67,50,6.75,14.67,71.42,"University Degree"
"27405",27405,100,43,41.22,50,10.75,10.31,71.06,"University Degree"
"27406",27406,100,42,46.78,50,10.5,11.69,72.19,"University Degree"
"27407",27407,100,43,51.22,50,10.75,12.81,73.56,"University Degree"
"27408",27408,52,24,74.33,26,6,18.58,50.58,"University Degree"
"27409",27409,100,47,50.89,50,11.75,12.72,74.47,"University Degree"
"27410",27410,100,68,70.56,50,17,17.64,84.64,"University Degree"
"27411",27411,100,45,53.89,50,11.25,13.47,74.72,"University Degree"
"27412",27412,100,34,36.11,50,8.5,9.03,67.53,"University Degree"
"27413",27413,96,30,52.89,48,7.5,13.22,68.72,"University Degree"
"27414",27414,84,37,71.78,42,9.25,17.94,69.19,"University Degree"
"27415",27415,100,50,45.89,50,12.5,11.47,73.97,"University Degree"
"27416",27416,52,52,66.56,26,13,16.64,55.64,"University Degree"
"27417",27417,40,63,46.78,20,15.75,11.69,47.44,"University Degree"
"27418",27418,100,43,74.22,50,10.75,18.56,79.31,"University Degree"
"27419",27419,96,85,64.56,48,21.25,16.14,85.39,"University Degree"
"27420",27420,100,70,57,50,17.5,14.25,81.75,"University Degree"
"27421",27421,100,38,46.56,50,9.5,11.64,71.14,"University Degree"
"27422",27422,44,48,35,22,12,8.75,42.75,"University Degree"
"27423",27423,96,19,58.78,48,4.75,14.69,67.44,"University Degree"
"27424",27424,88,53,44.22,44,13.25,11.06,68.31,"University Degree"
"27425",27425,68,25,44.22,34,6.25,11.06,51.31,"University Degree"
"27426",27426,64,30,54.89,32,7.5,13.72,53.22,"University Degree"
"27427",27427,100,48,61.22,50,12,15.31,77.31,"University Degree"
"27428",27428,28,14,40.78,14,3.5,10.19,27.69,"University Degree"
"27429",27429,96,30,49.44,48,7.5,12.36,67.86,"University Degree"
"27430",27430,100,62,42.44,50,15.5,10.61,76.11,"University Degree"
"27431",27431,88,29,64.56,44,7.25,16.14,67.39,"University Degree"
"27432",27432,60,53,50.78,30,13.25,12.69,55.94,"University Degree"
"27433",27433,96,71,58.11,48,17.75,14.53,80.28,"University Degree"
"27434",27434,96,48,63,48,12,15.75,75.75,"University Degree"
"27435",27435,80,24,67.78,40,6,16.94,62.94,"University Degree"
"27436",27436,100,55,54.11,50,13.75,13.53,77.28,"University Degree"
"27437",27437,68,24,46.44,34,6,11.61,51.61,"University Degree"
"27438",27438,100,63,46.11,50,15.75,11.53,77.28,"University Degree"
"27439",27439,92,45,63,46,11.25,15.75,73,"University Degree"
"27440",27440,68,40,54.56,34,10,13.64,57.64,"University Degree"
"27441",27441,84,45,63,42,11.25,15.75,69,"University Degree"
"27442",27442,100,38,57.89,50,9.5,14.47,73.97,"University Degree"
"27443",27443,96,50,45.67,48,12.5,11.42,71.92,"University Degree"
"27444",27444,88,48,59.78,44,12,14.94,70.94,"University Degree"
"27445",27445,96,22,76.33,48,5.5,19.08,72.58,"University Degree"
"27446",27446,72,50,58.44,36,12.5,14.61,63.11,"University Degree"
"27447",27447,76,62,45.33,38,15.5,11.33,64.83,"University Degree"
"27448",27448,92,60,63.33,46,15,15.83,76.83,"University Degree"
"27449",27449,92,48,49.44,46,12,12.36,70.36,"University Degree"
"27450",27450,100,42,55.33,50,10.5,13.83,74.33,"University Degree"
"27451",27451,100,40,56.44,50,10,14.11,74.11,"University Degree"
"27452",27452,100,52,69.78,50,13,17.44,80.44,"University Degree"
"27453",27453,100,20,66.78,50,5,16.69,71.69,"University Degree"
"27454",27454,96,35,55.22,48,8.75,13.81,70.56,"University Degree"
"27455",27455,100,29,65.33,50,7.25,16.33,73.58,"University Degree"
"27456",27456,64,24,62.67,32,6,15.67,53.67,"University Degree"
"27457",27457,88,32,53.78,44,8,13.44,65.44,"University Degree"
"27458",27458,100,30,62.22,50,7.5,15.56,73.06,"University Degree"
"27459",27459,92,55,52.56,46,13.75,13.14,72.89,"University Degree"
"27460",27460,84,22,58.11,42,5.5,14.53,62.03,"University Degree"
"27461",27461,84,55,59.67,42,13.75,14.92,70.67,"University Degree"
"27462",27462,100,75,48.33,50,18.75,12.08,80.83,"University Degree"
"27463",27463,76,29,48.44,38,7.25,12.11,57.36,"University Degree"
"27464",27464,100,43,45.44,50,10.75,11.36,72.11,"University Degree"
"27465",27465,100,37,70.89,50,9.25,17.72,76.97,"University Degree"
"27466",27466,100,40,54.67,50,10,13.67,73.67,"University Degree"
"27467",27467,100,57,66.56,50,14.25,16.64,80.89,"University Degree"
"27468",27468,100,47,57.67,50,11.75,14.42,76.17,"University Degree"
"27469",27469,100,78,59.33,50,19.5,14.83,84.33,"University Degree"
"27470",27470,100,37,68.11,50,9.25,17.03,76.28,"University Degree"
"27471",27471,96,68,60.78,48,17,15.19,80.19,"University Degree"
"27472",27472,76,42,70.89,38,10.5,17.72,66.22,"University Degree"
"27473",27473,100,37,72.67,50,9.25,18.17,77.42,"University Degree"
"27474",27474,100,24,42.44,50,6,10.61,66.61,"University Degree"
"27475",27475,88,45,45.44,44,11.25,11.36,66.61,"University Degree"
"27476",27476,100,15,41.33,50,3.75,10.33,64.08,"University Degree"
"27477",27477,72,24,59.22,36,6,14.81,56.81,"University Degree"
"27478",27478,44,45,58.56,22,11.25,14.64,47.89,"University Degree"
"27479",27479,52,38,60.78,26,9.5,15.19,50.69,"University Degree"
"27480",27480,96,78,57.33,48,19.5,14.33,81.83,"University Degree"
"27481",27481,100,71,62.67,50,17.75,15.67,83.42,"University Degree"
"27482",27482,60,70,69.11,30,17.5,17.28,64.78,"University Degree"
"27483",27483,64,50,71.78,32,12.5,17.94,62.44,"University Degree"
"27484",27484,96,22,53.11,48,5.5,13.28,66.78,"University Degree"
"27485",27485,100,40,52.11,50,10,13.03,73.03,"University Degree"
"27486",27486,100,43,43.78,50,10.75,10.94,71.69,"University Degree"
"27487",27487,100,60,56,50,15,14,79,"University Degree"
"27488",27488,88,50,48.67,44,12.5,12.17,68.67,"University Degree"
"27489",27489,80,15,49,40,3.75,12.25,56,"University Degree"
"27490",27490,92,57,60.33,46,14.25,15.08,75.33,"University Degree"
"27491",27491,96,60,66.11,48,15,16.53,79.53,"University Degree"
"27492",27492,84,22,76.56,42,5.5,19.14,66.64,"University Degree"
"27493",27493,100,42,54.44,50,10.5,13.61,74.11,"University Degree"
"27494",27494,100,80,65,50,20,16.25,86.25,"University Degree"
"27495",27495,56,62,54.44,28,15.5,13.61,57.11,"University Degree"
"27496",27496,92,48,70.67,46,12,17.67,75.67,"University Degree"
"27497",27497,36,29,57.22,18,7.25,14.31,39.56,"University Degree"
"27498",27498,96,17,64.22,48,4.25,16.06,68.31,"University Degree"
"27499",27499,52,43,52.22,26,10.75,13.06,49.81,"University Degree"
"27500",27500,100,80,53.22,50,20,13.31,83.31,"University Degree"
"27501",27501,100,27,51.56,50,6.75,12.89,69.64,"University Degree"
"27502",27502,100,42,56.22,50,10.5,14.06,74.56,"University Degree"
"27503",27503,72,43,48,36,10.75,12,58.75,"University Degree"
"27504",27504,52,55,52.56,26,13.75,13.14,52.89,"University Degree"
"27505",27505,64,27,35.44,32,6.75,8.86,47.61,"University Degree"
"27506",27506,88,55,48.89,44,13.75,12.22,69.97,"University Degree"
"27507",27507,100,73,22,50,18.25,5.5,73.75,"University Degree"
"27508",27508,72,70,43.67,36,17.5,10.92,64.42,"University Degree"
"27509",27509,100,47,68.78,50,11.75,17.19,78.94,"University Degree"
"27510",27510,100,60,54.22,50,15,13.56,78.56,"University Degree"
"27511",27511,44,19,68.22,22,4.75,17.06,43.81,"University Degree"
"27512",27512,76,52,63.56,38,13,15.89,66.89,"University Degree"
"27513",27513,68,20,59.67,34,5,14.92,53.92,"University Degree"
"27514",27514,100,37,50.78,50,9.25,12.69,71.94,"University Degree"
"27515",27515,96,42,49.33,48,10.5,12.33,70.83,"University Degree"
"27516",27516,92,50,48.11,46,12.5,12.03,70.53,"University Degree"
"27517",27517,32,32,56.56,16,8,14.14,38.14,"University Degree"
"27518",27518,100,10,49.11,50,2.5,12.28,64.78,"University Degree"
"27519",27519,96,52,41.78,48,13,10.44,71.44,"University Degree"
"27520",27520,100,85,54.22,50,21.25,13.56,84.81,"University Degree"
"27521",27521,80,42,61,40,10.5,15.25,65.75,"University Degree"
"27522",27522,92,73,52.44,46,18.25,13.11,77.36,"University Degree"
"27523",27523,92,55,59.11,46,13.75,14.78,74.53,"University Degree"
"27524",27524,96,43,57,48,10.75,14.25,73,"University Degree"
"27525",27525,44,10,54.67,22,2.5,13.67,38.17,"University Degree"
"27526",27526,80,45,61.67,40,11.25,15.42,66.67,"University Degree"
"27527",27527,100,40,68.89,50,10,17.22,77.22,"University Degree"
"27528",27528,68,27,33.78,34,6.75,8.44,49.19,"University Degree"
"27529",27529,92,27,41.67,46,6.75,10.42,63.17,"University Degree"
"27530",27530,84,62,71.11,42,15.5,17.78,75.28,"University Degree"
"27531",27531,88,25,76.22,44,6.25,19.06,69.31,"University Degree"
"27532",27532,80,50,61.67,40,12.5,15.42,67.92,"University Degree"
"27533",27533,96,24,56.67,48,6,14.17,68.17,"University Degree"
"27534",27534,76,34,56.11,38,8.5,14.03,60.53,"University Degree"
"27535",27535,100,17,55,50,4.25,13.75,68,"University Degree"
"27536",27536,44,35,47.44,22,8.75,11.86,42.61,"University Degree"
"27537",27537,96,68,29.67,48,17,7.42,72.42,"University Degree"
"27538",27538,80,62,73.33,40,15.5,18.33,73.83,"University Degree"
"27539",27539,88,37,48.56,44,9.25,12.14,65.39,"University Degree"
"27540",27540,100,81,50.33,50,20.25,12.58,82.83,"University Degree"
"27541",27541,56,27,55.56,28,6.75,13.89,48.64,"University Degree"
"27542",27542,56,20,54.78,28,5,13.69,46.69,"University Degree"
"27543",27543,88,50,51.56,44,12.5,12.89,69.39,"University Degree"
"27544",27544,96,37,58.22,48,9.25,14.56,71.81,"University Degree"
"27545",27545,100,62,61.89,50,15.5,15.47,80.97,"University Degree"
"27546",27546,52,48,47.44,26,12,11.86,49.86,"University Degree"
"27547",27547,56,58,55.22,28,14.5,13.81,56.31,"University Degree"
"27548",27548,92,50,45.22,46,12.5,11.31,69.81,"University Degree"
"27549",27549,100,32,53.56,50,8,13.39,71.39,"University Degree"
"27550",27550,100,35,51.89,50,8.75,12.97,71.72,"University Degree"
"27551",27551,100,52,40.56,50,13,10.14,73.14,"University Degree"
"27552",27552,56,34,40.67,28,8.5,10.17,46.67,"University Degree"
"27553",27553,76,29,61.33,38,7.25,15.33,60.58,"University Degree"
"27554",27554,60,45,63.67,30,11.25,15.92,57.17,"University Degree"
"27555",27555,84,48,51.11,42,12,12.78,66.78,"University Degree"
"27556",27556,100,73,72.56,50,18.25,18.14,86.39,"University Degree"
"27557",27557,92,34,77.78,46,8.5,19.44,73.94,"University Degree"
"27558",27558,100,29,52,50,7.25,13,70.25,"University Degree"
"27559",27559,92,67,65.11,46,16.75,16.28,79.03,"University Degree"
"27560",27560,96,35,72.78,48,8.75,18.19,74.94,"University Degree"
"27561",27561,76,85,59.89,38,21.25,14.97,74.22,"University Degree"
"27562",27562,84,47,51.89,42,11.75,12.97,66.72,"University Degree"
"27563",27563,100,62,55.67,50,15.5,13.92,79.42,"University Degree"
"27564",27564,80,43,51.56,40,10.75,12.89,63.64,"University Degree"
"27565",27565,96,29,47.56,48,7.25,11.89,67.14,"University Degree"
"27566",27566,80,48,39.78,40,12,9.94,61.94,"University Degree"
"27567",27567,96,58,61.56,48,14.5,15.39,77.89,"University Degree"
"27568",27568,68,71,57.11,34,17.75,14.28,66.03,"University Degree"
"27569",27569,100,42,61,50,10.5,15.25,75.75,"University Degree"
"27570",27570,84,25,74,42,6.25,18.5,66.75,"University Degree"
"27571",27571,96,45,55.56,48,11.25,13.89,73.14,"University Degree"
"27572",27572,100,20,62.89,50,5,15.72,70.72,"University Degree"
"27573",27573,96,50,61.78,48,12.5,15.44,75.94,"University Degree"
"27574",27574,52,34,46.89,26,8.5,11.72,46.22,"University Degree"
"27575",27575,100,60,62.22,50,15,15.56,80.56,"University Degree"
"27576",27576,100,42,60.78,50,10.5,15.19,75.69,"University Degree"
"27577",27577,100,57,43.33,50,14.25,10.83,75.08,"University Degree"
"27578",27578,100,20,45.78,50,5,11.44,66.44,"University Degree"
"27579",27579,92,38,66.33,46,9.5,16.58,72.08,"University Degree"
"27580",27580,100,45,51.78,50,11.25,12.94,74.19,"University Degree"
"27581",27581,68,48,58.33,34,12,14.58,60.58,"University Degree"
"27582",27582,80,29,55.89,40,7.25,13.97,61.22,"University Degree"
"27583",27583,60,45,53.22,30,11.25,13.31,54.56,"University Degree"
"27584",27584,52,60,47.33,26,15,11.83,52.83,"University Degree"
"27585",27585,64,47,50.22,32,11.75,12.56,56.31,"University Degree"
"27586",27586,100,25,54.44,50,6.25,13.61,69.86,"University Degree"
"27587",27587,100,53,39.11,50,13.25,9.78,73.03,"University Degree"
"27588",27588,48,60,63.56,24,15,15.89,54.89,"University Degree"
"27589",27589,100,50,32.22,50,12.5,8.06,70.56,"University Degree"
"27590",27590,96,37,33.33,48,9.25,8.33,65.58,"University Degree"
"27591",27591,100,57,54.78,50,14.25,13.69,77.94,"University Degree"
"27592",27592,96,55,58.56,48,13.75,14.64,76.39,"University Degree"
"27593",27593,100,53,49.56,50,13.25,12.39,75.64,"University Degree"
"27594",27594,96,32,57.56,48,8,14.39,70.39,"University Degree"
"27595",27595,100,58,64.78,50,14.5,16.19,80.69,"University Degree"
"27596",27596,80,17,63.89,40,4.25,15.97,60.22,"University Degree"
"27597",27597,92,47,61.67,46,11.75,15.42,73.17,"University Degree"
"27598",27598,100,85,45,50,21.25,11.25,82.5,"University Degree"
"27599",27599,92,37,64.89,46,9.25,16.22,71.47,"University Degree"
"27600",27600,88,48,64.33,44,12,16.08,72.08,"University Degree"
