"","AA","section1_score","section2_score","section3_score","section3_weighted","section1_weighted","section2_weighted","total_score","candidate_type"
"27601",27601,52,27,47.67,26,6.75,11.92,44.67,"University Degree"
"27602",27602,56,40,66.78,28,10,16.69,54.69,"University Degree"
"27603",27603,88,25,65.89,44,6.25,16.47,66.72,"University Degree"
"27604",27604,100,42,38.89,50,10.5,9.72,70.22,"University Degree"
"27605",27605,72,53,55.11,36,13.25,13.78,63.03,"University Degree"
"27606",27606,100,80,48.44,50,20,12.11,82.11,"University Degree"
"27607",27607,56,29,40.11,28,7.25,10.03,45.28,"University Degree"
"27608",27608,80,71,39.67,40,17.75,9.92,67.67,"University Degree"
"27609",27609,44,47,75.11,22,11.75,18.78,52.53,"University Degree"
"27610",27610,100,90,74,50,22.5,18.5,91,"University Degree"
"27611",27611,100,34,65,50,8.5,16.25,74.75,"University Degree"
"27612",27612,100,67,47.44,50,16.75,11.86,78.61,"University Degree"
"27613",27613,100,90,59.56,50,22.5,14.89,87.39,"University Degree"
"27614",27614,96,45,47.22,48,11.25,11.81,71.06,"University Degree"
"27615",27615,96,42,72.11,48,10.5,18.03,76.53,"University Degree"
"27616",27616,100,25,39.78,50,6.25,9.94,66.19,"University Degree"
"27617",27617,100,20,55.56,50,5,13.89,68.89,"University Degree"
"27618",27618,76,29,66.67,38,7.25,16.67,61.92,"University Degree"
"27619",27619,96,24,75,48,6,18.75,72.75,"University Degree"
"27620",27620,100,75,63.78,50,18.75,15.94,84.69,"University Degree"
"27621",27621,96,48,58,48,12,14.5,74.5,"University Degree"
"27622",27622,100,40,45.44,50,10,11.36,71.36,"University Degree"
"27623",27623,96,27,61.33,48,6.75,15.33,70.08,"University Degree"
"27624",27624,92,19,45.33,46,4.75,11.33,62.08,"University Degree"
"27625",27625,44,29,75.67,22,7.25,18.92,48.17,"University Degree"
"27626",27626,100,68,52.78,50,17,13.19,80.19,"University Degree"
"27627",27627,88,38,48.33,44,9.5,12.08,65.58,"University Degree"
"27628",27628,84,47,52.89,42,11.75,13.22,66.97,"University Degree"
"27629",27629,100,65,68.56,50,16.25,17.14,83.39,"University Degree"
"27630",27630,60,30,51.78,30,7.5,12.94,50.44,"University Degree"
"27631",27631,88,48,34.44,44,12,8.61,64.61,"University Degree"
"27632",27632,56,25,40.22,28,6.25,10.06,44.31,"University Degree"
"27633",27633,68,62,42.78,34,15.5,10.69,60.19,"University Degree"
"27634",27634,88,34,55.67,44,8.5,13.92,66.42,"University Degree"
"27635",27635,100,57,57.11,50,14.25,14.28,78.53,"University Degree"
"27636",27636,80,24,60.78,40,6,15.19,61.19,"University Degree"
"27637",27637,100,55,57.67,50,13.75,14.42,78.17,"University Degree"
"27638",27638,92,30,48.11,46,7.5,12.03,65.53,"University Degree"
"27639",27639,100,50,56.78,50,12.5,14.19,76.69,"University Degree"
"27640",27640,100,63,49.67,50,15.75,12.42,78.17,"University Degree"
"27641",27641,96,27,63.33,48,6.75,15.83,70.58,"University Degree"
"27642",27642,100,57,57.67,50,14.25,14.42,78.67,"University Degree"
"27643",27643,72,29,54.44,36,7.25,13.61,56.86,"University Degree"
"27644",27644,80,32,43.78,40,8,10.94,58.94,"University Degree"
"27645",27645,100,40,55.78,50,10,13.94,73.94,"University Degree"
"27646",27646,64,24,56.11,32,6,14.03,52.03,"University Degree"
"27647",27647,100,93,56.33,50,23.25,14.08,87.33,"University Degree"
"27648",27648,100,71,51.11,50,17.75,12.78,80.53,"University Degree"
"27649",27649,100,40,55.44,50,10,13.86,73.86,"University Degree"
"27650",27650,92,37,55.22,46,9.25,13.81,69.06,"University Degree"
"27651",27651,100,47,50.78,50,11.75,12.69,74.44,"University Degree"
"27652",27652,28,17,61.67,14,4.25,15.42,33.67,"University Degree"
"27653",27653,80,48,42.22,40,12,10.56,62.56,"University Degree"
"27654",27654,100,38,41.44,50,9.5,10.36,69.86,"University Degree"
"27655",27655,92,22,50.67,46,5.5,12.67,64.17,"University Degree"
"27656",27656,96,45,64,48,11.25,16,75.25,"University Degree"
"27657",27657,92,29,51.78,46,7.25,12.94,66.19,"University Degree"
"27658",27658,96,86,62.44,48,21.5,15.61,85.11,"University Degree"
"27659",27659,100,70,51.67,50,17.5,12.92,80.42,"University Degree"
"27660",27660,100,17,50,50,4.25,12.5,66.75,"University Degree"
"27661",27661,100,70,39.33,50,17.5,9.83,77.33,"University Degree"
"27662",27662,100,71,57.56,50,17.75,14.39,82.14,"University Degree"
"27663",27663,52,32,52.22,26,8,13.06,47.06,"University Degree"
"27664",27664,96,70,47.22,48,17.5,11.81,77.31,"University Degree"
"27665",27665,84,27,52.11,42,6.75,13.03,61.78,"University Degree"
"27666",27666,92,17,65.56,46,4.25,16.39,66.64,"University Degree"
"27667",27667,100,65,47.44,50,16.25,11.86,78.11,"University Degree"
"27668",27668,100,45,37.78,50,11.25,9.44,70.69,"University Degree"
"27669",27669,100,12,61.11,50,3,15.28,68.28,"University Degree"
"27670",27670,100,32,38.44,50,8,9.61,67.61,"University Degree"
"27671",27671,100,34,56.33,50,8.5,14.08,72.58,"University Degree"
"27672",27672,96,75,69.67,48,18.75,17.42,84.17,"University Degree"
"27673",27673,84,47,61.89,42,11.75,15.47,69.22,"University Degree"
"27674",27674,100,52,22,50,13,5.5,68.5,"University Degree"
"27675",27675,72,19,45,36,4.75,11.25,52,"University Degree"
"27676",27676,100,53,34.22,50,13.25,8.56,71.81,"University Degree"
"27677",27677,88,63,51.56,44,15.75,12.89,72.64,"University Degree"
"27678",27678,64,19,54.56,32,4.75,13.64,50.39,"University Degree"
"27679",27679,88,20,52.11,44,5,13.03,62.03,"University Degree"
"27680",27680,100,38,54.56,50,9.5,13.64,73.14,"University Degree"
"27681",27681,100,75,62,50,18.75,15.5,84.25,"University Degree"
"27682",27682,88,17,68,44,4.25,17,65.25,"University Degree"
"27683",27683,88,48,58.67,44,12,14.67,70.67,"University Degree"
"27684",27684,80,14,53.44,40,3.5,13.36,56.86,"University Degree"
"27685",27685,80,34,50.22,40,8.5,12.56,61.06,"University Degree"
"27686",27686,100,53,59,50,13.25,14.75,78,"University Degree"
"27687",27687,96,62,69.33,48,15.5,17.33,80.83,"University Degree"
"27688",27688,84,60,67.67,42,15,16.92,73.92,"University Degree"
"27689",27689,100,50,41.78,50,12.5,10.44,72.94,"University Degree"
"27690",27690,100,35,52.11,50,8.75,13.03,71.78,"University Degree"
"27691",27691,100,38,57.67,50,9.5,14.42,73.92,"University Degree"
"27692",27692,100,37,60.67,50,9.25,15.17,74.42,"University Degree"
"27693",27693,100,47,59.11,50,11.75,14.78,76.53,"University Degree"
"27694",27694,100,50,53.56,50,12.5,13.39,75.89,"University Degree"
"27695",27695,100,42,75.22,50,10.5,18.81,79.31,"University Degree"
"27696",27696,92,37,64.11,46,9.25,16.03,71.28,"University Degree"
"27697",27697,84,48,50.56,42,12,12.64,66.64,"University Degree"
"27698",27698,100,52,51.22,50,13,12.81,75.81,"University Degree"
"27699",27699,96,47,55,48,11.75,13.75,73.5,"University Degree"
"27700",27700,100,75,54,50,18.75,13.5,82.25,"University Degree"
"27701",27701,100,45,59.44,50,11.25,14.86,76.11,"University Degree"
"27702",27702,76,48,69.33,38,12,17.33,67.33,"University Degree"
"27703",27703,96,60,41.11,48,15,10.28,73.28,"University Degree"
"27704",27704,100,53,60.89,50,13.25,15.22,78.47,"University Degree"
"27705",27705,92,43,34.33,46,10.75,8.58,65.33,"University Degree"
"27706",27706,72,50,47.67,36,12.5,11.92,60.42,"University Degree"
"27707",27707,88,43,66,44,10.75,16.5,71.25,"University Degree"
"27708",27708,68,29,46.89,34,7.25,11.72,52.97,"University Degree"
"27709",27709,60,52,52.44,30,13,13.11,56.11,"University Degree"
"27710",27710,88,32,64.67,44,8,16.17,68.17,"University Degree"
"27711",27711,96,58,40.11,48,14.5,10.03,72.53,"University Degree"
"27712",27712,100,63,51.33,50,15.75,12.83,78.58,"University Degree"
"27713",27713,100,65,39.44,50,16.25,9.86,76.11,"University Degree"
"27714",27714,96,73,58.78,48,18.25,14.69,80.94,"University Degree"
"27715",27715,100,37,38.78,50,9.25,9.69,68.94,"University Degree"
"27716",27716,84,50,39.44,42,12.5,9.86,64.36,"University Degree"
"27717",27717,48,35,46.22,24,8.75,11.56,44.31,"University Degree"
"27718",27718,92,45,66,46,11.25,16.5,73.75,"University Degree"
"27719",27719,100,48,69.22,50,12,17.31,79.31,"University Degree"
"27720",27720,100,91,48,50,22.75,12,84.75,"University Degree"
"27721",27721,96,32,45.89,48,8,11.47,67.47,"University Degree"
"27722",27722,92,29,66.89,46,7.25,16.72,69.97,"University Degree"
"27723",27723,68,29,47.33,34,7.25,11.83,53.08,"University Degree"
"27724",27724,100,52,34.56,50,13,8.64,71.64,"University Degree"
"27725",27725,100,58,50.11,50,14.5,12.53,77.03,"University Degree"
"27726",27726,100,55,46.22,50,13.75,11.56,75.31,"University Degree"
"27727",27727,100,50,65.22,50,12.5,16.31,78.81,"University Degree"
"27728",27728,100,48,58.56,50,12,14.64,76.64,"University Degree"
"27729",27729,100,52,53.11,50,13,13.28,76.28,"University Degree"
"27730",27730,56,48,41.89,28,12,10.47,50.47,"University Degree"
"27731",27731,100,19,65.44,50,4.75,16.36,71.11,"University Degree"
"27732",27732,36,38,46.56,18,9.5,11.64,39.14,"University Degree"
"27733",27733,84,40,61.67,42,10,15.42,67.42,"University Degree"
"27734",27734,88,48,65.33,44,12,16.33,72.33,"University Degree"
"27735",27735,100,35,54.44,50,8.75,13.61,72.36,"University Degree"
"27736",27736,92,25,75.78,46,6.25,18.94,71.19,"University Degree"
"27737",27737,52,73,48.89,26,18.25,12.22,56.47,"University Degree"
"27738",27738,60,30,51.33,30,7.5,12.83,50.33,"University Degree"
"27739",27739,64,55,73.56,32,13.75,18.39,64.14,"University Degree"
"27740",27740,84,37,54,42,9.25,13.5,64.75,"University Degree"
"27741",27741,76,55,79.11,38,13.75,19.78,71.53,"University Degree"
"27742",27742,100,63,47,50,15.75,11.75,77.5,"University Degree"
"27743",27743,68,17,50.56,34,4.25,12.64,50.89,"University Degree"
"27744",27744,72,30,61.33,36,7.5,15.33,58.83,"University Degree"
"27745",27745,96,58,45.11,48,14.5,11.28,73.78,"University Degree"
"27746",27746,96,24,62.56,48,6,15.64,69.64,"University Degree"
"27747",27747,88,45,71.67,44,11.25,17.92,73.17,"University Degree"
"27748",27748,100,65,56.78,50,16.25,14.19,80.44,"University Degree"
"27749",27749,48,29,65.56,24,7.25,16.39,47.64,"University Degree"
"27750",27750,96,55,61.78,48,13.75,15.44,77.19,"University Degree"
"27751",27751,92,24,67.89,46,6,16.97,68.97,"University Degree"
"27752",27752,100,63,56.67,50,15.75,14.17,79.92,"University Degree"
"27753",27753,96,30,53.11,48,7.5,13.28,68.78,"University Degree"
"27754",27754,52,40,63.67,26,10,15.92,51.92,"University Degree"
"27755",27755,100,30,44.44,50,7.5,11.11,68.61,"University Degree"
"27756",27756,60,29,61,30,7.25,15.25,52.5,"University Degree"
"27757",27757,96,55,45.22,48,13.75,11.31,73.06,"University Degree"
"27758",27758,56,47,40.44,28,11.75,10.11,49.86,"University Degree"
"27759",27759,80,22,50,40,5.5,12.5,58,"University Degree"
"27760",27760,80,24,46.67,40,6,11.67,57.67,"University Degree"
"27761",27761,100,19,58.67,50,4.75,14.67,69.42,"University Degree"
"27762",27762,100,52,65.44,50,13,16.36,79.36,"University Degree"
"27763",27763,100,68,53.78,50,17,13.44,80.44,"University Degree"
"27764",27764,64,20,77.89,32,5,19.47,56.47,"University Degree"
"27765",27765,52,24,68.11,26,6,17.03,49.03,"University Degree"
"27766",27766,60,30,53.22,30,7.5,13.31,50.81,"University Degree"
"27767",27767,100,45,67.33,50,11.25,16.83,78.08,"University Degree"
"27768",27768,100,70,62.44,50,17.5,15.61,83.11,"University Degree"
"27769",27769,100,53,66.11,50,13.25,16.53,79.78,"University Degree"
"27770",27770,100,60,55.89,50,15,13.97,78.97,"University Degree"
"27771",27771,100,34,50.67,50,8.5,12.67,71.17,"University Degree"
"27772",27772,100,47,61.78,50,11.75,15.44,77.19,"University Degree"
"27773",27773,68,27,52.11,34,6.75,13.03,53.78,"University Degree"
"27774",27774,96,58,65.33,48,14.5,16.33,78.83,"University Degree"
"27775",27775,100,67,50.11,50,16.75,12.53,79.28,"University Degree"
"27776",27776,76,19,38.22,38,4.75,9.56,52.31,"University Degree"
"27777",27777,92,45,41.44,46,11.25,10.36,67.61,"University Degree"
"27778",27778,96,20,42.22,48,5,10.56,63.56,"University Degree"
"27779",27779,96,58,52.22,48,14.5,13.06,75.56,"University Degree"
"27780",27780,100,93,52.78,50,23.25,13.19,86.44,"University Degree"
"27781",27781,100,52,42.22,50,13,10.56,73.56,"University Degree"
"27782",27782,92,37,48.22,46,9.25,12.06,67.31,"University Degree"
"27783",27783,76,42,80,38,10.5,20,68.5,"University Degree"
"27784",27784,88,47,62.44,44,11.75,15.61,71.36,"University Degree"
"27785",27785,68,32,52.67,34,8,13.17,55.17,"University Degree"
"27786",27786,100,55,43.56,50,13.75,10.89,74.64,"University Degree"
"27787",27787,100,53,42,50,13.25,10.5,73.75,"University Degree"
"27788",27788,100,81,66.44,50,20.25,16.61,86.86,"University Degree"
"27789",27789,60,30,68.89,30,7.5,17.22,54.72,"University Degree"
"27790",27790,100,48,60,50,12,15,77,"University Degree"
"27791",27791,100,40,53.67,50,10,13.42,73.42,"University Degree"
"27792",27792,100,53,70.22,50,13.25,17.56,80.81,"University Degree"
"27793",27793,52,7,57.11,26,1.75,14.28,42.03,"University Degree"
"27794",27794,96,58,42,48,14.5,10.5,73,"University Degree"
"27795",27795,76,48,37.33,38,12,9.33,59.33,"University Degree"
"27796",27796,96,42,60.78,48,10.5,15.19,73.69,"University Degree"
"27797",27797,100,25,64,50,6.25,16,72.25,"University Degree"
"27798",27798,56,10,46.44,28,2.5,11.61,42.11,"University Degree"
"27799",27799,100,29,62,50,7.25,15.5,72.75,"University Degree"
"27800",27800,60,45,34.11,30,11.25,8.53,49.78,"University Degree"
"27801",27801,80,37,43.89,40,9.25,10.97,60.22,"University Degree"
"27802",27802,72,42,69.78,36,10.5,17.44,63.94,"University Degree"
"27803",27803,100,43,47.89,50,10.75,11.97,72.72,"University Degree"
"27804",27804,100,67,59.78,50,16.75,14.94,81.69,"University Degree"
"27805",27805,84,34,45.33,42,8.5,11.33,61.83,"University Degree"
"27806",27806,96,53,46,48,13.25,11.5,72.75,"University Degree"
"27807",27807,88,50,69.33,44,12.5,17.33,73.83,"University Degree"
"27808",27808,100,42,65.11,50,10.5,16.28,76.78,"University Degree"
"27809",27809,100,37,32,50,9.25,8,67.25,"University Degree"
"27810",27810,96,80,51.22,48,20,12.81,80.81,"University Degree"
"27811",27811,100,40,68.56,50,10,17.14,77.14,"University Degree"
"27812",27812,96,48,68.44,48,12,17.11,77.11,"University Degree"
"27813",27813,96,38,56.78,48,9.5,14.19,71.69,"University Degree"
"27814",27814,96,45,47.78,48,11.25,11.94,71.19,"University Degree"
"27815",27815,100,57,61.56,50,14.25,15.39,79.64,"University Degree"
"27816",27816,64,81,58.33,32,20.25,14.58,66.83,"University Degree"
"27817",27817,100,30,65.33,50,7.5,16.33,73.83,"University Degree"
"27818",27818,60,19,41.33,30,4.75,10.33,45.08,"University Degree"
"27819",27819,80,30,62.22,40,7.5,15.56,63.06,"University Degree"
"27820",27820,100,55,68.67,50,13.75,17.17,80.92,"University Degree"
"27821",27821,88,43,51.11,44,10.75,12.78,67.53,"University Degree"
"27822",27822,96,37,56.22,48,9.25,14.06,71.31,"University Degree"
"27823",27823,80,45,65.89,40,11.25,16.47,67.72,"University Degree"
"27824",27824,100,45,49,50,11.25,12.25,73.5,"University Degree"
"27825",27825,76,68,62.56,38,17,15.64,70.64,"University Degree"
"27826",27826,76,30,65.33,38,7.5,16.33,61.83,"University Degree"
"27827",27827,92,38,46.89,46,9.5,11.72,67.22,"University Degree"
"27828",27828,100,76,51.56,50,19,12.89,81.89,"University Degree"
"27829",27829,100,37,60.22,50,9.25,15.06,74.31,"University Degree"
"27830",27830,80,43,55.89,40,10.75,13.97,64.72,"University Degree"
"27831",27831,100,42,74.78,50,10.5,18.69,79.19,"University Degree"
"27832",27832,64,27,66.67,32,6.75,16.67,55.42,"University Degree"
"27833",27833,44,50,56.22,22,12.5,14.06,48.56,"University Degree"
"27834",27834,64,42,54.56,32,10.5,13.64,56.14,"University Degree"
"27835",27835,100,40,42,50,10,10.5,70.5,"University Degree"
"27836",27836,92,29,51,46,7.25,12.75,66,"University Degree"
"27837",27837,68,40,51,34,10,12.75,56.75,"University Degree"
"27838",27838,100,53,66.56,50,13.25,16.64,79.89,"University Degree"
"27839",27839,96,24,49.78,48,6,12.44,66.44,"University Degree"
"27840",27840,100,47,46.33,50,11.75,11.58,73.33,"University Degree"
"27841",27841,84,53,58.89,42,13.25,14.72,69.97,"University Degree"
"27842",27842,100,65,58.11,50,16.25,14.53,80.78,"University Degree"
"27843",27843,76,50,53.11,38,12.5,13.28,63.78,"University Degree"
"27844",27844,100,52,68.33,50,13,17.08,80.08,"University Degree"
"27845",27845,80,34,54.78,40,8.5,13.69,62.19,"University Degree"
"27846",27846,92,53,63.33,46,13.25,15.83,75.08,"University Degree"
"27847",27847,84,40,56.33,42,10,14.08,66.08,"University Degree"
"27848",27848,76,76,55.56,38,19,13.89,70.89,"University Degree"
"27849",27849,44,35,70.33,22,8.75,17.58,48.33,"University Degree"
"27850",27850,80,53,41.89,40,13.25,10.47,63.72,"University Degree"
"27851",27851,92,38,58.67,46,9.5,14.67,70.17,"University Degree"
"27852",27852,76,76,61.11,38,19,15.28,72.28,"University Degree"
"27853",27853,100,25,51,50,6.25,12.75,69,"University Degree"
"27854",27854,64,25,62.22,32,6.25,15.56,53.81,"University Degree"
"27855",27855,92,62,74.11,46,15.5,18.53,80.03,"University Degree"
"27856",27856,92,73,47.89,46,18.25,11.97,76.22,"University Degree"
"27857",27857,100,47,56.56,50,11.75,14.14,75.89,"University Degree"
"27858",27858,100,53,63,50,13.25,15.75,79,"University Degree"
"27859",27859,64,25,56,32,6.25,14,52.25,"University Degree"
"27860",27860,100,47,59,50,11.75,14.75,76.5,"University Degree"
"27861",27861,100,93,43,50,23.25,10.75,84,"University Degree"
"27862",27862,100,55,62.56,50,13.75,15.64,79.39,"University Degree"
"27863",27863,100,25,53.89,50,6.25,13.47,69.72,"University Degree"
"27864",27864,88,45,46.22,44,11.25,11.56,66.81,"University Degree"
"27865",27865,60,27,51.44,30,6.75,12.86,49.61,"University Degree"
"27866",27866,96,65,60.89,48,16.25,15.22,79.47,"University Degree"
"27867",27867,96,25,59.78,48,6.25,14.94,69.19,"University Degree"
"27868",27868,100,63,50.56,50,15.75,12.64,78.39,"University Degree"
"27869",27869,100,55,52.56,50,13.75,13.14,76.89,"University Degree"
"27870",27870,92,34,54.33,46,8.5,13.58,68.08,"University Degree"
"27871",27871,84,57,49.11,42,14.25,12.28,68.53,"University Degree"
"27872",27872,92,32,52.67,46,8,13.17,67.17,"University Degree"
"27873",27873,48,29,42.67,24,7.25,10.67,41.92,"University Degree"
"27874",27874,60,52,64,30,13,16,59,"University Degree"
"27875",27875,100,40,65.56,50,10,16.39,76.39,"University Degree"
"27876",27876,56,60,45.89,28,15,11.47,54.47,"University Degree"
"27877",27877,88,40,60.22,44,10,15.06,69.06,"University Degree"
"27878",27878,64,52,45.56,32,13,11.39,56.39,"University Degree"
"27879",27879,96,67,58.33,48,16.75,14.58,79.33,"University Degree"
"27880",27880,52,63,45.44,26,15.75,11.36,53.11,"University Degree"
"27881",27881,80,48,71.56,40,12,17.89,69.89,"University Degree"
"27882",27882,84,30,47.67,42,7.5,11.92,61.42,"University Degree"
"27883",27883,100,42,51.78,50,10.5,12.94,73.44,"University Degree"
